product_name,Count
Horatio Salsa Dip,106
Fast Grape Fruit Roll,106
Imagine Frozen Sausage Pizza,105
Akron City Map,105
Best Choice Sesame Crackers,105
PigTail Frozen Sausage Pizza,105
Denny Screw Driver,105
Bravo Canned Tuna in Oil,105
Plato Creamy Peanut Butter,105
Good Merlot Wine,105
Gorilla Strawberry Yogurt,105
Golden Frozen Sausage Pizza,105
High Top Potatos,105
Even Better 2% Milk,105
Lake Corned Beef,105
Thresher Mints,105
Better Canned Beets,105
Excellent Apple Juice,105
Excel Monthly Auto Magazine,105
Booker Head Cheese,105
Carlson Low Fat Cottage Cheese,105
Hilltop Tartar Control Toothpaste,105
Sunset Plastic Spoons,105
Fast Dried Apples,105
Horatio Fudge Brownies,105
Tri-State Prepared Salad,105
Horatio Fondue Mix,105
Skinner Diet Cola,105
Super French Roast Coffee,105
Tri-State Red Delcious Apples,105
Lake Chicken Hot Dogs,105
BBB Best Strawberry Preserves,105
Blue Label Turkey Noodle Soup,105
Portsmouth Merlot Wine,105
Plato Apple Jelly,105
Big Time Frozen Pancakes,105
Tri-State Mushrooms,105
Sphinx Pumpernickel Bread,105
Plato Vegetable Oil,105
Choice White Chocolate Bar,105
American Corned Beef,105
Skinner Cola,105
Lake Sliced Ham,105
Just Right Fancy Canned Sardines,105
Pleasant Vegetable Soup,105
Cormorant 75 Watt Lightbulb,105
Hilltop Childrens Cold Remedy,105
Moms Turkey Hot Dogs,105
Blue Label Canned Yams,105
Club Mild Cheddar Cheese,105
Pleasant Canned Tomatos,105
Curlew Scallops,105
Big City Canned Mixed Fruit,105
Steady Dishwasher Detergent,105
Cormorant 100 Watt Lightbulb,105
Imagine Lime Popsicles,105
Plato Brown Sugar,105
Lake Roasted Chicken,105
High Top Sweet Onion,105
Big Time Ice Cream Sandwich,105
Toretti Rosy Sunglasses,105
Tri-State Walnuts,105
High Top Baby Onion,105
High Top Asparagus,105
Blue Label Canned Peas,104
Fast Low Fat Popcorn,104
Red Wing 100 Watt Lightbulb,104
Skinner Apple Drink,104
BBB Best Grape Jelly,104
Steady Childrens Aspirin,104
Consolidated 200 MG Acetominifen,104
Tell Tale Fancy Plums,104
Landslide Salt,104
Booker Buttermilk,104
Cutting Edge Foot-Long Hot Dogs,104
Super Grape Jelly,104
Better Canned Yams,104
Horatio Strawberry Fruit Roll,104
Big Time Turkey TV Dinner,104
Pleasant Beef Soup,104
Imagine Ice Cream Sandwich,104
Tell Tale Oranges,104
CDR Canola Oil,104
Super Columbian Coffee,104
Portsmouth White Zinfandel Wine,104
BBB Best Pepper,104
High Quality Toilet Paper,104
Faux Products HCL Nasal Spray,104
Tri-State Cantelope,104
Bird Call Childrens Aspirin,104
Imagine Frozen Chicken Breast,104
Gulf Coast Spicy Mints,104
High Top Macintosh Apples,104
Fort West Buttered Popcorn,104
Portsmouth Chablis Wine,104
Tell Tale Green Pepper,104
Red Wing Screw Driver,104
Fantastic Cranberry Muffins,104
Even Better Jack Cheese,104
PigTail Beef TV Dinner,104
American Pimento Loaf,104
Carrington Frozen Broccoli,104
Golden Lime Popsicles,104
Bird Call Dishwasher Detergent,104
Carlson Strawberry Yogurt,104
Club Cheese Spread,104
CDR Low Fat Apple Butter,104
BBB Best Grape Preserves,104
Walrus Merlot Wine,104
Golden Low Fat French Fries,104
Token Berry Juice,104
Nationeel Chocolate Chip Cookies,104
American Sliced Ham,104
Sunset Silver Cleaner,104
Booker Low Fat Sour Cream,104
Even Better Mild Cheddar Cheese,104
Horatio Dried Dates,104
Carrington Frozen Cauliflower,104
Booker Cheese Spread,103
PigTail Frozen Carrots,103
Red Wing Plastic Spoons,103
Excellent Diet Cola,103
Carlson Muenster Cheese,103
Dollar Monthly Fashion Magazine,103
Nationeel Frosted Donuts,103
Best Choice Raspberry Fruit Roll,103
Ebony Party Nuts,103
Golden Beef TV Dinner,103
Moms Cole Slaw,103
Just Right Noodle Soup,103
Faux Products Buffered Aspirin,103
Denny Glass Cleaner,103
Fast Low Fat Chips,103
Nationeel Low Fat Chips,103
Ebony Red Pepper,103
Robust Monthly Sports Magazine,103
High Top Garlic,103
Super Brown Sugar,103
Bird Call Apricot Shampoo,103
Tell Tale Honey Dew,103
Cutting Edge Chicken Hot Dogs,103
CDR Regular Coffee,103
Bravo Canned Beets,103
Imagine Low Fat French Fries,103
Faux Products Childrens Cold Remedy,103
Red Wing Toilet Bowl Cleaner,103
Fantastic Wheat Bread,103
Super Oregano,103
Hermanos Walnuts,103
Plato Salt,103
Tri-State Lemons,103
Just Right Beef Soup,103
CDR Decaf Coffee,103
Hermanos Limes,103
PigTail Fajita French Fries,103
Blue Medal Small Eggs,103
Carlson Mild Cheddar Cheese,103
Choice Semi-Sweet Chocolate Bar,103
Sunset 25 Watt Lightbulb,103
Robust Monthly Computer Magazine,103
Gorilla Sour Cream,103
Tell Tale Peaches,103
Even Better String Cheese,103
Colony White Bread,103
Best Choice Sugar Cookies,103
Bird Call Mint Mouthwash,103
Kiwi Lox,103
Landslide Corn Oil,103
Red Wing Bees Wax Candles,103
Kiwi Scallops,103
High Quality 100 Watt Lightbulb,103
BBB Best White Sugar,102
Applause Canned Mixed Fruit,102
Super Strawberry Preserves,102
Just Right Vegetable Soup,102
Club 1% Milk,102
PigTail Frozen Cauliflower,102
Skinner Cream Soda,102
Plato Grape Jam,102
High Top Red Delcious Apples,102
Hermanos Sweet Peas,102
Bravo Canned Yams,102
Prelude Rosy Sunglasses,102
Fast Sugar Cookies,102
Hermanos Canned Peanuts,102
Big Time Ice Cream,102
Fast Raspberry Fruit Roll,102
Lake Foot-Long Hot Dogs,102
Just Right Fancy Canned Anchovies,102
Better Regular Ramen Soup,102
Imagine Home Style French Fries,102
Sphinx Cranberry Muffins,102
Gerolli Seasoned Hamburger,102
BBB Best Salt,102
Better Large Canned Shrimp,102
Ebony Lemons,102
High Top Prepared Salad,102
Better Fancy Canned Oysters,102
Big City Canned Peaches,102
Ebony Fuji Apples,102
Genteel Seasoned Hamburger,102
Dual City Lox,102
Booker Muenster Cheese,102
Shady Lake Thai Rice,102
Imagine Frozen Broccoli,102
Club Low Fat Sour Cream,102
CDR Columbian Coffee,102
Fantastic Bagels,102
Sunset 60 Watt Lightbulb,102
Horatio Low Fat Popcorn,102
Excellent Berry Juice,102
Moms Sliced Ham,102
Fort West Fudge Brownies,102
Ebony Potatos,102
Gulf Coast Malted Milk Balls,102
Tri-State Squash,102
PigTail Frozen Broccoli,102
High Quality 60 Watt Lightbulb,102
Radius Wheat Puffs,102
Fantastic White Bread,102
Jardon Thai Rice,102
Robust Monthly Auto Magazine,101
High Quality Glass Cleaner,101
Hilltop Whitening Toothpast,101
Red Wing Toilet Paper,101
Musial Malted Milk Balls,101
High Quality Tissues,101
Landslide Strawberry Jelly,101
Nationeel Cheese Crackers,101
Landslide French Roast Coffee,101
Bravo Canned Peas,101
Tell Tale Golden Delcious Apples,101
Colony Cranberry Muffins,101
Colony Wheat Bread,101
Gauss Monthly Fashion Magazine,101
Cutting Edge Beef Bologna,101
Nationeel Cheese Dip,101
Just Right Canned Tuna in Oil,101
Club Buttermilk,101
Fabulous Cola,101
Carrington Orange Popsicles,101
Fantastic Blueberry Muffins,101
High Top Mixed Nuts,101
Best Choice Strawberry Fruit Roll,101
Gulf Coast White Chocolate Bar,101
High Quality AAA-Size Batteries,101
Golden Low Fat Waffles,101
Landslide Grape Jam,101
Excel Monthly Sports Magazine,101
Fort West Chocolate Donuts,101
Tri-State Mandarin Oranges,101
PigTail Frozen Cheese Pizza,101
Best Choice Apple Fruit Roll,101
Bravo Regular Ramen Soup,101
Lake Cole Slaw,101
Landslide Grape Jelly,101
Tri-State Oranges,101
Gorilla Cheese Spread,101
Gorilla Havarti Cheese,101
Imagine Lemon Popsicles,101
Modell Wheat Bread,101
High Quality Silver Cleaner,101
Mighty Good Monthly Auto Magazine,101
Tell Tale Beets,101
Fort West Dried Dates,101
Denny Scented Toilet Tissue,101
BBB Best Extra Chunky Peanut Butter,101
High Top Dried Mushrooms,101
Cormorant Plastic Knives,101
High Top Walnuts,101
Ebony Beets,101
Green Ribbon Canned Mixed Fruit,101
Medalist Manicotti,101
Landslide Chunky Peanut Butter,101
PigTail Low Fat French Fries,101
Good Chardonnay,101
Portsmouth Chardonnay Wine,100
Token Diet Soda,100
Steady Mint Mouthwash,100
Cormorant AA-Size Batteries,100
Colony Rye Bread,100
Fort West Salted Pretzels,100
Ship Shape Extra Lean Hamburger,100
Imagine Grape Popsicles,100
Red Spade Turkey Hot Dogs,100
Plato Sesame Oil,100
High Quality Soft Napkins,100
Cormorant D-Size Batteries,100
Golden Fajita French Fries,100
Denny Plastic Knives,100
American Low Fat Bologna,100
High Quality Paper Cups,100
Nationeel Low Fat Cookies,100
Carrington Pancake Mix,100
Big Time Waffles,100
American Low Fat Cole Slaw,100
Tri-State Sweet Peas,100
Bravo Vegetable Soup,100
CDR Apple Jam,100
Plato Grape Preserves,100
Sunset C-Size Batteries,100
Top Measure Chablis Wine,100
Red Wing Silver Cleaner,100
High Top Fuji Apples,100
Tell Tale Summer Squash,100
Fort West No Salt Popcorn,100
Best Corn Puffs,100
Denny Toilet Bowl Cleaner,100
Denny Plastic Spoons,100
Fabulous Berry Juice,100
Portsmouth Chardonnay,100
Even Better 1% Milk,100
Club Sour Cream,100
Fort West Frosted Donuts,100
Best Choice Buttered Popcorn,100
High Top Beets,100
Big Time Frozen Carrots,100
Atomic Bubble Gum,100
Booker Whole Milk,100
Gorilla Jack Cheese,100
Red Wing Copper Cleaner,100
Best Choice Cheese Crackers,100
Landslide Apple Jam,100
Nationeel Sugar Cookies,100
Bravo Chicken Soup,100
James Bay Eyeglass Screwdriver,100
Gorilla Muenster Cheese,99
CDR Strawberry Jelly,99
Modell Bagels,99
Even Better Blueberry Yogurt,99
High Quality Copper Pot Scrubber,99
Pearl Merlot Wine,99
Red Wing Paper Towels,99
Denny Paper Cups,99
National Large Brown Eggs,99
Cormorant Copper Cleaner,99
Consolidated Deodorant,99
Radius Corn Puffs,99
Fort West Strawberry Fruit Roll,99
High Top Canned Peanuts,99
Denny Counter Cleaner,99
Bird Call Angled Toothbrush,99
Red Spade Low Fat Cole Slaw,99
Lake Beef Bologna,99
Ebony Mandarin Oranges,99
Ebony Summer Squash,99
Golden Frozen Chicken Thighs,99
Mighty Good Monthly Computer Magazine,99
Medalist Ravioli,99
High Top Elephant Garlic,99
Hermanos Red Delcious Apples,99
Steady Toothpaste,99
Washington Cranberry Juice,99
Fort West Dried Apples,99
Landslide Hot Chocolate,99
Golden Frozen Peas,99
Blue Label Chicken Noodle Soup,99
Red Spade Beef Bologna,99
Club Chocolate Milk,99
Fort West Sesame Crackers,99
Bird Call Whitening Toothpast,99
PigTail Frozen Corn,99
Excel Monthly Computer Magazine,99
Pearl Light Wine,99
Fast Buttered Popcorn,99
Club String Cheese,99
Ebony Mushrooms,99
BBB Best Strawberry Jam,99
Golden Ice Cream Sandwich,99
Denny Scented Tissue,99
Monarch Ravioli,99
Blue Label Canned Tomatos,98
Consolidated Extra Moisture Shampoo,98
Cormorant Economy Toilet Brush,98
Faux Products 200 MG Acetominifen,98
Even Better Buttermilk,98
BBB Best Chunky Peanut Butter,98
American Foot-Long Hot Dogs,98
Fast Chocolate Donuts,98
Bird Call Deodorant,98
Tell Tale Plums,98
PigTail Ice Cream Sandwich,98
Gorilla Sharp Cheddar Cheese,98
National Small Brown Eggs,98
Ebony Baby Onion,98
PigTail Low Fat Waffles,98
Carrington Lime Popsicles,98
Golden Popsicles,98
Even Better Head Cheese,98
Cutting Edge Low Fat Cole Slaw,98
Carrington Frozen Cheese Pizza,98
Jardon Spaghetti,98
Golden Orange Popsicles,98
Fast Lemon Cookies,98
Denny Paper Towels,98
Bravo Fancy Canned Clams,98
Gorilla 1% Milk,98
Cormorant Plastic Spoons,98
Jeffers Wheat Puffs,98
Nationeel Low Fat BBQ Chips,98
High Top Red Pepper,98
Super Regular Coffee,98
Booker Low Fat Cottage Cheese,98
Big Time Frozen Chicken Wings,98
Hermanos Asparagus,98
Just Right Creamed Corn,98
Just Right Chicken Soup,98
Denny D-Size Batteries,98
Jumbo Egg Substitute,98
Choice Tasty Candy Bar,98
Club Muenster Cheese,98
Tri-State Asparagus,98
Bird Call Multi-Symptom Cold Remedy,98
Booker Mild Cheddar Cheese,98
Imagine Blueberry Waffles,98
Lake Low Fat Bologna,98
Fast BBQ Potato Chips,98
Cormorant Room Freshener,98
Token Cola,97
Excellent Strawberry Drink,97
Booker Chocolate Milk,97
High Quality Plastic Knives,97
Token Apple Drink,97
Fort West Graham Crackers,97
Booker Sharp Cheddar Cheese,97
Tri-State Firm Tofu,97
Bird Call Extra Moisture Shampoo,97
Best Choice Low Fat Chips,97
Fort West Lemon Cookies,97
Tip Top Lox,97
BBB Best Columbian Coffee,97
Dual City Scallops,97
Giant Small Brown Eggs,97
Blue Label Fancy Canned Anchovies,97
Better Beef Soup,97
Bravo Rice Soup,97
Faux Products Extra Moisture Shampoo,97
Tell Tale Sweet Peas,97
Carlson Large Curd Cottage Cheese,97
Fort West Chocolate Chip Cookies,97
Urban Large Eggs,97
Cutting Edge Roasted Chicken,97
Tell Tale Squash,97
Fort West Raisins,97
High Top Golden Delcious Apples,97
High Top Almonds,97
Tell Tale Broccoli,97
Even Better Muenster Cheese,97
Jumbo Large Eggs,97
Ebony Sweet Peas,97
Horatio BBQ Potato Chips,97
Fast No Salt Popcorn,97
Gorilla Head Cheese,97
High Top Peaches,97
High Top Cantelope,97
Denny AA-Size Batteries,97
Fort West Grape Fruit Roll,97
Walrus Imported Beer,97
Urban Small Eggs,97
Special Grits,97
Carrington Frozen Chicken Thighs,97
Fast Sesame Crackers,97
Fast Dried Apricots,97
Imagine Apple Cinnamon Waffles,97
Queen Eyeglass Screwdriver,97
Big Time Frozen Mushroom Pizza,97
Fort West Low Fat Chips,97
Bravo Canned Tuna in Water,97
Denny Bees Wax Candles,96
Best Choice Corn Chips,96
Hermanos Prepared Salad,96
Ebony Peaches,96
Plato Decaf Coffee,96
High Top Firm Tofu,96
Skinner Cranberry Juice,96
Tri-State Summer Squash,96
Special Oatmeal,96
Tell Tale Potatos,96
Blue Label Canned Tuna in Oil,96
Denny Large Sponge,96
Imagine Chicken TV Dinner,96
CDR White Sugar,96
High Quality AA-Size Batteries,96
Walrus White Zinfandel Wine,96
Denny Tissues,96
Even Better Cheese Spread,96
Cutting Edge Turkey Hot Dogs,96
Super Canola Oil,96
Jardon Manicotti,96
Carrington Fajita French Fries,96
Blue Label Vegetable Soup,96
Sunset Scented Toilet Tissue,96
Horatio Raisins,96
Steady Deodorant,96
Red Wing C-Size Batteries,96
Ebony Asparagus,96
Imagine Waffles,96
Denny Paper Plates,96
Horatio Low Fat Cookies,96
Blue Medal Large Eggs,96
Hermanos Tangerines,96
Jeffers Corn Puffs,96
Moms Corned Beef,96
High Top Sweet Peas,95
Cormorant Tissues,95
Consolidated HCL Nasal Spray,95
Horatio Corn Chips,95
High Top Broccoli,95
Imagine Turkey TV Dinner,95
Just Right Canned Tuna in Water,95
Tri-State Fancy Plums,95
Denny C-Size Batteries,95
Tri-State Lettuce,95
Gorilla Buttermilk,95
High Top Party Nuts,95
Colony Pumpernickel Bread,95
Plato Regular Coffee,95
Washington Orange Juice,95
Ebony Firm Tofu,95
Tell Tale Walnuts,95
Fort West Corn Chips,95
Tip Top Scallops,95
Hermanos Garlic,95
Blue Medal Large Brown Eggs,95
Musial White Chocolate Bar,95
PigTail Frozen Chicken Wings,95
Landslide Pepper,95
Blue Medal Small Brown Eggs,95
Fast Salsa Dip,95
Red Wing Large Sponge,95
Best Choice Potato Chips,95
Ebony Honey Dew,95
Fort West Sugar Cookies,95
PigTail Frozen Pancakes,95
Gauss Monthly Home Magazine,95
Fort West Cheese Crackers,95
High Quality Plastic Forks,95
Even Better Low Fat Sour Cream,94
Horatio Low Fat BBQ Chips,94
Pleasant Canned Tuna in Oil,94
Booker 2% Milk,94
Red Spade Foot-Long Hot Dogs,94
American Sliced Chicken,94
Bird Call Silky Smooth Hair Conditioner,94
Tri-State Red Pepper,94
Plato Strawberry Preserves,94
Faux Products Angled Toothbrush,94
Best Choice Raisins,94
CDR Grape Preserves,94
Tell Tale Asparagus,94
High Top Shitake Mushrooms,94
Club Blueberry Yogurt,94
Consolidated Laundry Detergent,94
CDR Strawberry Jam,94
Blue Medal Egg Substitute,94
Imagine Pancake Mix,94
Jumbo Small Brown Eggs,94
Just Right Regular Ramen Soup,94
Colossal Thai Rice,94
PigTail Turkey TV Dinner,94
Horatio Avocado Dip,94
High Top Limes,94
Excel Monthly Fashion Magazine,94
PigTail Apple Cinnamon Waffles,94
Tell Tale Shitake Mushrooms,93
Denny Copper Cleaner,93
Red Wing Frying Pan,93
Imagine Orange Popsicles,93
Ebony Cantelope,93
Discover Ravioli,93
BBB Best Hot Chocolate,93
High Top Fresh Lima Beans,93
Top Measure Imported Beer,93
Red Spade Roasted Chicken,93
Even Better Low Fat Cottage Cheese,93
Blue Label Canned Beets,93
Hermanos Fuji Apples,93
Landslide Oregano,93
Fast Fudge Cookies,93
Atomic Mint Chocolate Bar,93
Club Sharp Cheddar Cheese,93
CDR Apple Butter,93
Tri-State Tomatos,93
High Top Tomatos,93
Fast Fudge Brownies,93
Fort West Frosted Cookies,93
Plato Oregano,93
Club Havarti Cheese,93
Big Time Low Fat French Fries,93
Bird Call Toothpaste,93
Dollar Monthly Auto Magazine,93
Best Choice Salted Pretzels,93
Tell Tale Prepared Salad,93
Pleasant Creamed Corn,93
CDR Chunky Peanut Butter,93
Pleasant Regular Ramen Soup,93
Fort West Apple Fruit Roll,93
Fabulous Diet Soda,93
Walrus Chardonnay,93
PigTail Orange Popsicles,93
Jardon Rice Medly,92
Washington Diet Soda,92
Golden Home Style French Fries,92
Top Measure Merlot Wine,92
Landslide Regular Coffee,92
Modell Cranberry Muffins,92
Washington Strawberry Drink,92
Skinner Diet Soda,92
CDR Sesame Oil,92
Sunset Bees Wax Candles,92
Modell White Bread,92
Fort West Raspberry Fruit Roll,92
Landslide Columbian Coffee,92
Red Wing Scented Tissue,92
Hermanos Broccoli,92
Token Orange Juice,92
Red Spade Corned Beef,92
Green Ribbon Canned Peaches,92
Cormorant Toilet Bowl Cleaner,92
American Potato Salad,92
Monarch Thai Rice,92
Fast Mini Donuts,92
High Top Lettuce,92
Club Low Fat Cottage Cheese,92
Tell Tale Almonds,92
Pleasant Rice Soup,92
CDR Brown Sugar,92
Fast Low Fat Cookies,92
Pleasant Turkey Noodle Soup,91
Gulf Coast Tasty Candy Bar,91
Best Choice Low Fat Cookies,91
Fast Corn Chips,91
Fast Dried Dates,91
Washington Cream Soda,91
Club Strawberry Yogurt,91
High Quality Economy Toilet Brush,91
Best Choice Lemon Cookies,91
Club 2% Milk,91
Blue Label Canned String Beans,91
Bird Call Laundry Detergent,91
Bravo Turkey Noodle Soup,91
Tri-State Beets,91
PigTail Frozen Peas,91
Faux Products Tartar Control Toothpaste,91
Washington Mango Drink,91
Blue Label Rice Soup,91
Tri-State Garlic,91
Blue Label Creamed Corn,91
Fast Golden Raisins,90
Gorilla Whole Milk,90
Big Time Home Style French Fries,90
High Quality Counter Cleaner,90
Horatio Beef Jerky,90
High Quality Scented Tissue,90
Bravo Creamed Corn,90
High Top Fancy Plums,90
Skinner Berry Juice,90
Walrus Light Beer,90
Horatio Buttered Popcorn,90
Token Strawberry Drink,90
Red Spade Potato Salad,90
Plato Apple Butter,90
Colossal Rice Medly,90
Tell Tale Garlic,90
Sphinx Blueberry Muffins,90
Ebony Tomatos,90
Denny Economy Toilet Brush,90
American Chicken Hot Dogs,90
Washington Apple Drink,90
Best Choice Frosted Cookies,90
High Quality Screw Driver,90
PigTail Frozen Chicken Breast,90
Atomic Spicy Mints,90
Consolidated Apricot Shampoo,90
Fabulous Diet Cola,90
Golden Frozen Chicken Breast,90
Fast Potato Chips,90
Nationeel Beef Jerky,90
Club Head Cheese,89
Horatio Lemon Cookies,89
High Quality Toilet Bowl Cleaner,89
Giant Egg Substitute,89
Landslide Tomato Sauce,89
Washington Apple Juice,89
BBB Best Low Fat Apple Butter,89
Horatio Mini Donuts,89
Golden Waffles,89
Bird Call Buffered Aspirin,89
Golden Grape Popsicles,89
Tell Tale Mandarin Oranges,89
Atomic Semi-Sweet Chocolate Bar,89
Bravo Chicken Ramen Soup,89
Horatio Chocolate Chip Cookies,89
Best Choice Low Fat BBQ Chips,89
Booker Sour Cream,89
Tell Tale Canned Peanuts,89
Token Apple Juice,89
Colony Muffins,89
Just Right Large Canned Shrimp,88
Fast Strawberry Fruit Roll,88
Plato Columbian Coffee,88
High Quality Paper Plates,88
Tell Tale Macintosh Apples,88
Jumbo Small Eggs,88
Hermanos Honey Dew,88
Red Wing Scissors,88
Tri-State Onions,88
High Quality C-Size Batteries,88
Nationeel Raisins,88
Fort West Low Fat BBQ Chips,88
Blue Label Fancy Canned Sardines,87
Blue Label Fancy Canned Clams,87
Club Low Fat String Cheese,87
Landslide White Sugar,87
Golden Turkey TV Dinner,87
Steady Buffered Aspirin,87
Walrus Chardonnay Wine,87
National Egg Substitute,87
Nationeel No Salt Popcorn,87
Just Right Canned Peas,87
Washington Diet Cola,87
Robust Monthly Fashion Magazine,87
Cormorant Glass Cleaner,87
Denny Room Freshener,87
Ebony Onions,87
Shady Lake Manicotti,87
Consolidated Dishwasher Detergent,87
Best Choice Dried Apricots,87
Consolidated Tartar Control Toothpaste,86
Tell Tale Mushrooms,86
PigTail Grape Popsicles,86
Pleasant Canned Yams,86
Radius Oatmeal,86
Landslide Extra Chunky Peanut Butter,86
CDR Oregano,86
Gorilla String Cheese,86
Shady Lake Spaghetti,86
Hermanos Cantelope,86
Cormorant Paper Towels,86
Jumbo Large Brown Eggs,86
King Rosy Sunglasses,86
CDR Tomato Sauce,86
Faux Products Toothpaste,86
Bravo Canned String Beans,86
High Quality Plastic Spoons,85
Best Choice BBQ Potato Chips,85
Robust Monthly Home Magazine,85
Fort West Salsa Dip,85
Tell Tale Onions,85
Hermanos Dried Mushrooms,85
Red Spade Chicken Hot Dogs,85
Golden Frozen Pepperoni Pizza,85
High Quality 75 Watt Lightbulb,85
Top Measure Light Beer,84
Atomic Tasty Candy Bar,84
Club Whole Milk,84
Red Spade Pimento Loaf,84
Walrus Light Wine,84
Atomic Malted Milk Balls,84
Imagine Frozen Cauliflower,84
Choice Bubble Gum,84
PigTail Lemon Popsicles,84
High Quality Paper Towels,84
Denny Soft Napkins,84
Top Measure Chardonnay Wine,84
High Top Onions,84
PigTail Lime Popsicles,83
CDR Extra Chunky Peanut Butter,83
Landslide Apple Preserves,83
Tri-State Fuji Apples,83
CDR French Roast Coffee,83
Red Wing Scented Toilet Tissue,83
Best Choice Chocolate Chip Cookies,83
Sunset Scissors,82
Cutting Edge Sliced Turkey,82
High Top Plums,81
Colony Bagels,81
Club Large Curd Cottage Cheese,80
Plato Grape Jelly,79
Landslide Sesame Oil,79
National Small Eggs,79
Landslide Apple Jelly,79
Queen City Map,79
Colony Blueberry Muffins,78
Pleasant Canned String Beans,78
Tri-State Green Pepper,77
Faux Products Silky Smooth Hair Conditioner,76
Tri-State Canned Peanuts,76
Amigo Lox,70
Washington Berry Juice,54
CDR Apple Preserves,43
